Module	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
M1	KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM	12/996	33/5245	0.014295396929731	0.240422584727293	0.213404968520386	CHPT1/ENPP2/ENPP6/LPCAT2/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PLD1/PLD2/PLPP1/PLPP2	12
M1	KEGG_MELANOGENESIS	KEGG_MELANOGENESIS	28/996	101/5245	0.0197936712104289	0.305152431160779	0.270860763932185	ADCY2/ADCY5/ADCY8/CALM1/CAMK2A/CAMK2D/CREB3L1/DCT/EDN1/EDNRB/FZD1/FZD10/FZD2/FZD4/FZD5/FZD6/KITLG/LEF1/PLCB1/PLCB4/POMC/PRKACA/TCF7L2/TYRP1/WNT3/WNT4/WNT5A/WNT8B	28
M1	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	35/996	133/5245	0.0222371071576631	0.31645114032059	0.280889774623112	ALCAM/CD226/CD274/CD40/CD8B/CDH4/CLDN11/CLDN16/CLDN20/CLDN23/CLDN6/CNTNAP2/CTLA4/F11R/HLA-DOB/HLA-DPB1/HLA-DQA1/HLA-DQB1/ICAM3/ITGA4/ITGA8/ITGA9/ITGB1/MADCAM1/MAG/MPZ/NEGR1/NLGN1/NRXN3/PDCD1LG2/PTPRM/SDC1/SDC2/VCAM1/VCAN	35
M1	KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY	25/996	90/5245	0.0260702135880305	0.316544293300152	0.280972459486906	ACTC1/ADCY2/ADCY5/ADCY8/ADRB1/CACNA1D/CACNA1S/CACNA2D2/CACNA2D3/CACNG5/IGF1/ITGA3/ITGA4/ITGA8/ITGA9/ITGB1/ITGB3/ITGB5/ITGB6/MYH7/PRKACA/SGCD/TNF/TNNI3/TPM2	25
M1	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	11/996	32/5245	0.0286941206120911	0.316544293300152	0.280972459486906	ABAT/ACY3/ADSS1/ALDH5A1/ASS1/DDO/GAD1/GAD2/GFPT2/GLS2/GLUD1	11
M1	KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS	14/996	44/5245	0.0287754309609923	0.316544293300152	0.280972459486906	ABCA1/ABCA10/ABCA12/ABCA4/ABCA5/ABCA6/ABCA8/ABCB1/ABCB11/ABCC8/ABCD2/ABCG4/ABCG8/TAP2	14
M1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	21/996	74/5245	0.0314570280167747	0.316544293300152	0.280972459486906	CACNA1D/CACNA1S/CACNA2D2/CACNA2D3/CACNG5/CTNNA1/CTNNA2/CTNNA3/DSC2/GJA1/ITGA3/ITGA4/ITGA8/ITGA9/ITGB1/ITGB3/ITGB5/ITGB6/LEF1/SGCD/TCF7L2	21
M1	KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	20/996	70/5245	0.0328980841585986	0.316544293300152	0.280972459486906	CACNA1A/CRH/GRIA2/GRM1/GUCY1A1/GUCY1A2/IGF1/ITPR3/LYN/NOS1/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PLCB1/PLCB4/PPP2R1B/PRKG1/PRKG2/RYR1	20
M1	KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	27/996	101/5245	0.0341968761524039	0.316544293300152	0.280972459486906	ADCY2/ADCY5/ADCY8/CACNA1D/CACNA1S/CALM1/CAMK2A/CAMK2D/EGFR/GNRH1/GRB2/ITPR3/JUN/MAP3K1/MAP3K3/MAPK10/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PLCB1/PLCB4/PLD1/PLD2/PRKACA/PRKCD/PTK2B	27
M1	KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	23/996	84/5245	0.03734489437379	0.316544293300152	0.280972459486906	CASP9/CCND1/CCNE1/CDKN2B/COL4A2/COL4A4/FHIT/IKBKB/ITGA3/ITGB1/LAMA4/LAMB3/LAMC2/NOS2/PIAS3/PIK3CG/PIK3R3/PIK3R5/PTGS2/RARB/RXRG/SKP2/TRAF3	23
M1	KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	24/996	89/5245	0.0401485712780896	0.316544293300152	0.280972459486906	CASP9/CCND1/CCNE1/CDKN1A/CREB3L1/CREB5/EGFR/FGFR2/FOXO1/GRB2/IGF1/IKBKB/INSRR/LEF1/NKX3-1/PDGFB/PDGFC/PDGFRA/PDGFRB/PIK3CG/PIK3R3/PIK3R5/SRD5A2/TCF7L2	24
M1	KEGG_FOLATE_BIOSYNTHESIS	KEGG_FOLATE_BIOSYNTHESIS	5/996	11/5245	0.0410590280693914	0.316544293300152	0.280972459486906	ALPL/ALPP/GCH1/QDPR/SPR	5
M1	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	21/996	76/5245	0.0413531841486616	0.316544293300152	0.280972459486906	CALM1/CDS1/DGKB/DGKG/INPP4B/INPP5J/INPP5K/ITPKA/ITPKB/ITPR3/PIK3C2B/PIK3CG/PIK3R3/PIK3R5/PIP5K1B/PLCB1/PLCB4/PLCD4/PLCE1/PLCG2/PLCZ1	21
M1	KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM	8/996	22/5245	0.0425068577676787	0.316544293300152	0.280972459486906	ABAT/AOC3/CNDP1/EHHADH/GAD1/GAD2/SRM/UPB1	8
M1	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	9/996	26/5245	0.0439661368690225	0.316544293300152	0.280972459486906	B3GAT1/EXTL3/HS3ST2/HS3ST3A1/HS3ST3B1/HS3ST5/HS6ST3/NDST3/NDST4	9
M1	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	21/996	77/5245	0.0470771697173246	0.316544293300152	0.280972459486906	ACHE/CDS1/CHAT/CHPT1/DGKB/DGKG/ETNK2/GPAM/GPAT3/GPD1/GPD1L/LCAT/LPCAT2/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PLD1/PLD2/PLPP1/PLPP2	21
M1	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	6/996	15/5245	0.0486627599126722	0.316544293300152	0.280972459486906	B3GALT4/HEXB/ST3GAL1/ST3GAL5/ST6GALNAC5/ST8SIA1	6
M1	KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS	14/996	47/5245	0.0491607880790514	0.316544293300152	0.280972459486906	ABCC8/CACNA1A/CACNA1D/CACNA1E/CACNA1G/HK3/IKBKB/MAPK10/PIK3CG/PIK3R3/PIK3R5/PRKCD/PRKCE/TNF	14
M1	KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	20/996	73/5245	0.0496204567875915	0.316544293300152	0.280972459486906	AFDN/BAIAP2/CSNK2A2/CTNNA1/CTNNA2/CTNNA3/EGFR/LEF1/LMO7/MET/PARD3/PTPN1/PTPRB/PTPRJ/PTPRM/RHOA/SSX2IP/TCF7L2/TJP1/VCL	20
M1	KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM	12/996	39/5245	0.052537651981596	0.323982187219842	0.287574516109789	ACER1/ASAH2/B4GALT6/CERK/GAL3ST1/PLPP1/PLPP2/SGMS2/SGPL1/SGPP2/SPHK1/UGT8	12
M1	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	22/996	83/5245	0.0568976239707096	0.339550336599396	0.301393186398326	ACE/ACTC1/CACNA1D/CACNA1S/CACNA2D2/CACNA2D3/CACNG5/IGF1/ITGA3/ITGA4/ITGA8/ITGA9/ITGB1/ITGB3/ITGB5/ITGB6/MYH7/PRKAG2/SGCD/TNF/TNNI3/TPM2	22
M1	KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION	8/996	24/5245	0.0689080615114396	0.390230776037069	0.346378384419817	CPEB1/EGFR/ETS1/ETS2/GRB2/PIWIL1/PIWIL4/SPIRE1	8
M1	KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	38/996	159/5245	0.0696087330228286	0.390230776037069	0.346378384419817	ADCY2/ADCY5/ADCY8/ADSS1/AK4/AK5/AK7/ALLC/ATIC/ENPP3/ENTPD2/ENTPD3/FHIT/GART/GMPR/GMPS/GUCY1A1/GUCY1A2/GUCY2D/NME2/NME5/NPR2/NT5C1A/NT5E/NT5M/PAPSS2/PDE10A/PDE1A/PDE1B/PDE1C/PDE3A/PDE4C/PDE5A/PDE7B/PDE8A/POLR3C/POLR3GL/RRM2B	38
M1	KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	32/996	132/5245	0.0770007718737044	0.418974788136333	0.37189227282656	AFDN/AMOTL1/CGN/CLDN11/CLDN16/CLDN20/CLDN23/CLDN6/CSNK2A2/CTNNA1/CTNNA2/CTNNA3/F11R/IGSF5/MAP3K20/MPDZ/MYH15/MYH4/MYH7/MYH8/MYH9/MYL7/PARD3/PATJ/PPP2R1B/PRKCD/PRKCE/PRKCQ/RAB3B/RHOA/TJP1/YBX3	32
M1	KEGG_CIRCADIAN_RHYTHM_MAMMAL	KEGG_CIRCADIAN_RHYTHM_MAMMAL	5/996	13/5245	0.0823052070892844	0.435041808900503	0.386153753561756	ARNTL/BHLHE40/BHLHE41/NPAS2/PER3	5
M1	KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	17/996	64/5245	0.0854058874489237	0.438891366056969	0.389570714679301	ADH1B/ALDH1A1/ALDH1A2/CYP1A1/CYP26A1/CYP26B1/CYP2C18/CYP2C8/CYP4A11/DGAT2/DHRS4/DHRS4L2/LRAT/RDH10/RDH12/RPE65/UGT2A1	17
M1	KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	14/996	52/5245	0.102009999694308	0.510049998471542	0.452732857818268	ADCY8/ASIC2/CACNA1A/GNAT3/GRM4/ITPR3/PDE1A/PRKACA/SCNN1B/SCNN1G/TAS2R31/TAS2R5/TAS2R7/TAS2R9	14
M1	KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY	35/996	151/5245	0.111641378018708	0.534762340097941	0.474668136872141	CAMK2A/CAMK2D/CCND1/CER1/CSNK2A2/CTBP2/DAAM2/DKK2/FZD1/FZD10/FZD2/FZD4/FZD5/FZD6/JUN/LEF1/MAPK10/NFATC1/NKD1/PLCB1/PLCB4/PPP2R1B/PPP2R5A/PPP3R2/PRKACA/PSEN1/RHOA/SFRP5/TCF7L2/VANGL1/WIF1/WNT3/WNT4/WNT5A/WNT8B	35
M1	KEGG_MELANOMA	KEGG_MELANOMA	18/996	71/5245	0.112733682507133	0.534762340097941	0.474668136872141	CCND1/CDKN1A/EGFR/FGF1/FGF10/FGF14/FGF20/FGF7/HGF/IGF1/MET/PDGFB/PDGFC/PDGFRA/PDGFRB/PIK3CG/PIK3R3/PIK3R5	18
M1	KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	15/996	58/5245	0.122154884407423	0.564848058043367	0.50137295621488	ALOX15/ALOX5/CBR3/CYP2C18/CYP2C8/CYP4A11/GPX2/GPX3/GPX6/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PTGDS/PTGS2	15
M1	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	58/996	265/5245	0.125182542593395	0.564848058043367	0.50137295621488	ACVR1/ACVR1B/BMPR1A/CCL16/CCL25/CCL3/CCL3L1/CCL3L3/CCL4/CCL4L2/CCL5/CCR10/CD40/CLCF1/CTF1/CX3CL1/CXCL16/CXCL5/CXCL8/EGFR/EPOR/FAS/FASLG/FLT3/GHR/HGF/IFNLR1/IL10RA/IL10RB/IL12A/IL17RA/IL18R1/IL1A/IL2RB/IL5RA/IL6R/INHBB/KDR/KITLG/LIF/MET/NGFR/PDGFB/PDGFC/PDGFRA/PDGFRB/PRL/PRLR/TNF/TNFRSF10C/TNFRSF11B/TNFRSF12A/TNFRSF25/TNFSF10/TNFSF18/TNFSF4/TNFSF9/VEGFC	58
M1	KEGG_INOSITOL_PHOSPHATE_METABOLISM	KEGG_INOSITOL_PHOSPHATE_METABOLISM	14/996	54/5245	0.130234829902632	0.573653417428258	0.509188808641868	INPP4B/INPP5J/INPP5K/ITPKA/ITPKB/PIK3C2B/PIK3CG/PIP5K1B/PLCB1/PLCB4/PLCD4/PLCE1/PLCG2/PLCZ1	14
M1	KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	21/996	87/5245	0.137197386885997	0.59026782730022	0.523936165341874	BTC/CAMK2A/CAMK2D/CDKN1A/EGFR/EIF4EBP1/ERBB3/ERBB4/GRB2/JUN/MAPK10/NRG1/NRG2/PAK2/PAK6/PIK3CG/PIK3R3/PIK3R5/PLCG2/SHC3/STAT5A	21
M1	KEGG_GLIOMA	KEGG_GLIOMA	16/996	65/5245	0.157248386786281	0.652543668626116	0.579213725779084	CALM1/CAMK2A/CAMK2D/CCND1/CDKN1A/EGFR/GRB2/IGF1/PDGFB/PDGFRA/PDGFRB/PIK3CG/PIK3R3/PIK3R5/PLCG2/SHC3	16
M1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	11/996	42/5245	0.158726838314461	0.652543668626116	0.579213725779084	ATP1A2/FXYD2/HSD11B2/IGF1/NEDD4L/NR3C2/PIK3CG/PIK3R3/PIK3R5/SCNN1B/SCNN1G	11
M1	KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	14/996	56/5245	0.162421576062091	0.653217208075801	0.579811575873827	BMP4/BMP6/BMP8B/GLI2/GLI3/HHIP/LRP2/PRKACA/PTCH1/SHH/WNT3/WNT4/WNT5A/WNT8B	14
M1	KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	11/996	43/5245	0.178901151914785	0.700820668659458	0.622065572181368	FAS/FASLG/GAD1/GAD2/HLA-DOB/HLA-DPB1/HLA-DQA1/HLA-DQB1/IL12A/IL1A/TNF	11
M1	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	7/996	25/5245	0.1818345518684	0.700820668659458	0.622065572181368	FOXA2/HNF4G/NKX2-2/NKX6-1/NR5A2/ONECUT1/PAX6	7
M1	KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY	20/996	86/5245	0.187984110173479	0.709735926165175	0.629978972869231	ACVR1/BMP4/BMP6/BMP8B/BMPR1A/CDKN2B/CHRD/GDF6/ID4/INHBB/LTBP1/NODAL/NOG/PITX2/PPP2R1B/RHOA/THBS1/THBS2/THBS4/TNF	20
M1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	13/996	53/5245	0.192828286572258	0.713464660317356	0.633288688532049	BID/CASP1/CASP9/GRIA2/GRIN2A/GRIN2D/NEFH/NEFL/NOS1/PPP3R2/PRPH/PRPH2/TNF	13
M1	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	16/996	68/5245	0.207108770129566	0.736829278345572	0.654027695145999	ATP6V0A1/ATP6V0A2/ATP6V1E2/CCL5/CXCL8/EGFR/F11R/IGSF5/IKBKB/JUN/LYN/MAPK10/MET/NOD1/PLCG2/TJP1	16
M1	KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	16/996	68/5245	0.207108770129566	0.736829278345572	0.654027695145999	ADGRB1/BID/CASP9/CCND1/CCNE1/CCNG2/CDKN1A/DDB2/FAS/GADD45A/GADD45B/IGF1/RRM2B/STEAP3/THBS1/TP53AIP1	16
M1	KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	56/996	267/5245	0.219298976803076	0.746959584578645	0.663019602812339	BDNF/CACNA1A/CACNA1D/CACNA1E/CACNA1G/CACNA1S/CACNA2D2/CACNA2D3/CACNG5/DUSP1/DUSP14/DUSP4/EGFR/FAS/FASLG/FGF1/FGF10/FGF14/FGF20/FGF7/FGFR2/FOS/GADD45A/GADD45B/GRB2/HSPA1B/HSPA1L/IKBKB/IL1A/JUN/MAP3K1/MAP3K20/MAP3K3/MAP3K8/MAPK10/MECOM/MEF2C/NTRK1/NTRK2/PAK2/PDGFB/PDGFRA/PDGFRB/PLA2G2C/PLA2G3/PLA2G4A/PLA2G5/PPP3R2/PRKACA/PTPN5/PTPRR/RASGRF1/RASGRP3/RPS6KA1/SRF/TNF	56
M1	KEGG_NON_HOMOLOGOUS_END_JOINING	KEGG_NON_HOMOLOGOUS_END_JOINING	4/996	13/5245	0.222069065685543	0.746959584578645	0.663019602812339	DCLRE1C/FEN1/LIG4/MRE11	4
M1	KEGG_SULFUR_METABOLISM	KEGG_SULFUR_METABOLISM	4/996	13/5245	0.222069065685543	0.746959584578645	0.663019602812339	BPNT1/CHST11/PAPSS2/SULT1A1	4
M1	KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	16/996	70/5245	0.243901498125261	0.80574602059238	0.71519988172069	BID/CASP9/CCND1/CD40/CD55/CXADR/HLA-DOB/HLA-DPB1/HLA-DQA1/HLA-DQB1/MYH15/MYH4/MYH7/MYH8/MYH9/SGCD	16
M1	KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION	9/996	37/5245	0.259107586337186	0.830491677306301	0.737164732061354	CD40/FAS/FASLG/HLA-DOB/HLA-DPB1/HLA-DQA1/HLA-DQB1/IL12A/TNF	9
M1	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	6/996	23/5245	0.261820933503977	0.830491677306301	0.737164732061354	ATP1A2/CA4/FXYD2/GLS2/GLUD1/SLC4A4	6
M1	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	4/996	14/5245	0.267374781316135	0.830491677306301	0.737164732061354	FUT1/HEXB/ST3GAL1/ST8SIA1	4
M1	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	25/996	116/5245	0.271930310898302	0.830491677306301	0.737164732061354	AFDN/CLDN11/CLDN16/CLDN20/CLDN23/CLDN6/CTNNA1/CTNNA2/CTNNA3/F11R/ITGA4/ITGB1/MYL7/PIK3CG/PIK3R3/PIK3R5/PLCG2/PTK2B/RAPGEF4/RASSF5/RHOA/VAV2/VAV3/VCAM1/VCL	25
M1	KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER	12/996	52/5245	0.273837796300997	0.830491677306301	0.737164732061354	CASP9/CCND1/CTNNA1/CTNNA2/CTNNA3/EGFR/GRB2/LEF1/PIK3CG/PIK3R3/PIK3R5/TCF7L2	12
